practice_number,practice_name,town,suburb,physical_address,telephone,province,latitude,longitude,location_precision,source_name,source_updated_at,source_page,validation_status,is_active
1061003,Alpha Pharm Chinns Pharmacy,GARDENS,GARDENS,"169 UPPER BUITENKANT STREET, GARDENS",021 4656222,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
6083374,Gatesville Pharmacy,GATESVILLE,GATESVILLE,"SHOP 10/3 GATESVILLE SHOPPING, CENTRE KLIPFONTEIN ROAD, GATESVILLE",021 6374705,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
718815,Clicks Pharmacy Rylands Village,GATESVILLE,GATESVILLE,"SHOP 3 RYLANDS VILLAGE SHOPPING, CENTRE 53 COLLEGE ROAD, GATESVILLE",021 6998061,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
6083471,Medigate Pharmacy,GATESVILLE,GATESVILLE,"GATESVILLE MEDICAL CENTRE, CLINIC ROAD",,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,8,needs_location_review,true
1103911,Dis-Chem George Pharmacy,GEORGE,GEORGE,"SHOP 122, GARDEN ROUTE MALL, CNR N2 HIGHWAY AND KNYSNA RD",010 5892200,WESTERN CAPE,-33.961918,22.456753,town,Western Cape Pharmacy Network List,2024-07-15,8,verified,true
6078680,Morris Pharmacy,GEORGE,GEORGE,"92 HIBERNIA STREET, GEORGE",044 8743728,WESTERN CAPE,-33.964176,22.457553,town,Western Cape Pharmacy Network List,2024-07-15,8,verified,true
6065090,Geneva Pharmacy & Medicine Depot,GEORGE,GEORGE,"75 STANDER STREET, LOERIE PARK",044 8712879,WESTERN CAPE,-33.965753,22.458047,town,Western Cape Pharmacy Network List,2024-07-15,8,verified,true
6004199,Protea Apteek,GEORGE,GEORGE,"92 YORK STREET, GEORGE",044 8743124,WESTERN CAPE,-33.963729,22.461859,town,Western Cape Pharmacy Network List,2024-07-15,8,verified,true
6004210,Ress and Van Zyl Pharmacy,GEORGE,GEORGE,"83 HIBERNIA STREET, GEORGE",044 8732392,WESTERN CAPE,-33.966553,22.460353,town,Western Cape Pharmacy Network List,2024-07-15,8,verified,true
6004229,E Coetzee Apteek,GEORGE,GEORGE,"72 YORK STREET, GEORGE",044 8743188,WESTERN CAPE,-33.965965,22.458941,town,Western Cape Pharmacy Network List,2024-07-15,8,verified,true
6046126,Medical Centre Pharmacy,GEORGE,GEORGE,"CNR YORK STREET & GLOUCESTER, LANE",044 8735752,WESTERN CAPE,-33.962624,22.461647,town,Western Cape Pharmacy Network List,2024-07-15,8,verified,true
934844,Dis-Chem York Street Pharmacy,GEORGE,GEORGE,"SHOP 1-4 ST VINCENT SQUARE, 107 YORK STREET, GEORGE",044 1080010,WESTERN CAPE,-33.966035,22.461318,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
1062808,Clicks Pharmacy York Street,GEORGE,GEORGE,"SHOP 17 BOULEVARD SHOPPING, CENTRE YORK STREET, GEORGE",044 8736423,WESTERN CAPE,-33.962153,22.459718,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
439916,Pick 'N Pay Pharmacy George,GEORGE,GEORGE,"PICK 'N PAY CENTRE, KNYSNA ROAD, GEORGE",044 8711523,WESTERN CAPE,-33.964482,22.461459,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
486035,Clicks Pharmacy George 2,GEORGE,GEORGE,"SECTION A SHOP 1-2 PICK 'N PAY, CENTRE 4TH STREET, GEORGE",044 8711120,WESTERN CAPE,-33.965329,22.459129,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
319570,Conville Pharmacy,GEORGE,GEORGE,"SHALIMA PARK, 46 SANDKRAAL ROAD, GEORGE",044 8750024,WESTERN CAPE,-33.966906,22.456494,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
319988,Medirite Pharmacy - George Squar,GEORGE,GEORGE,"CHECKERS ST GEORGES SQUARE, CNR 3RD STREET & KNYSNA ROAD, GEORGE",044 8714373,WESTERN CAPE,-33.961212,22.458165,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
377279,Pharma Warehouse Pharmacy - Geor,GEORGE,GEORGE,"SHOP 7B HEATHER PARK CENTRE, CNR PINE & WITFONTEIN ROAD, HEATHER PARK",044 8707181,WESTERN CAPE,-33.964176,22.460424,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
390518,Clicks Pharmacy - George Cbd,GEORGE,GEORGE,"82 MARKET STREET, GEORGE",044 8736377,WESTERN CAPE,-33.961565,22.458071,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
11282,King George Pharmacy,GEORGE,GEORGE,"SHOP 1, 1 YORK STREET, GEORGE",044 8732420,WESTERN CAPE,-33.962506,22.458941,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
101036,Palmview Dispensary,GEORGE,GEORGE,C/O YORK & GLOUCESTER AVE,044 8032008,WESTERN CAPE,-33.966035,22.461976,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
112216,Grootbrak Pharmacy,GEORGE,GEORGE,"49 LANG STREET, BERGSIG",044 6202511,WESTERN CAPE,-33.965094,22.459741,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
164186,Pacaltsdorp Pharmacy,GEORGE,GEORGE,"47 MISSION STREET, PACALTSDORP",044 8781700,WESTERN CAPE,-33.966976,22.456753,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
166871,Riverside Pharmacy George,GEORGE,GEORGE,"7 HERRIE STREET, DORMEHLSDRIFT",044 2500250,WESTERN CAPE,-33.962294,22.456071,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
690392,Clicks Pharmacy - Germiston,GERMISTON,GERMISTON,"CNR WEBBER & OLIVIER STREETS, LAMBTON",021 4601089,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,9,needs_location_review,true
6041205,Tygerberg Pharmacy,GLENLILY,GLENLILY,CNR. MCINTYRE STREET & 2ND AVENU,,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,9,needs_location_review,true
201510,N1 City Clicks Pharmacy,GOODWOOD,GOODWOOD,"SHOP 6 N1 CITY MALL, FRANS CONRADIE DRIVE, N1 CITY",021 5951122,WESTERN CAPE,-33.908588,18.548035,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
79480,Mini-Kem Pharmacy Goodwood,GOODWOOD,GOODWOOD,"SHOP 1 GOODWOOD MALL CNR, VOORTREKKER ROAD & MCDONALD, GOODWOOD",021 5913001,WESTERN CAPE,-33.911647,18.547847,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
6062598,Pharmacy City,GOODWOOD,GOODWOOD,"SHOP 35 N1 CITY MALL, FRANS CONRADIE DRIVE, N1 CITY",021 5951433,WESTERN CAPE,-33.906165,18.548059,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
6005896,Monument Apteek,GOODWOOD,GOODWOOD,"75 VOORTREKKER ROAD, GOODWOOD",021 5914164,WESTERN CAPE,-33.906729,18.545306,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
768979,Dis-Chem Goodwood Pharmacy (Pty),GOODWOOD,GOODWOOD,"SHOP 74 N1 VALUE CENTRE, 7 SOLLY SMIEDT STREET, GOODWOOD",021 5410004,WESTERN CAPE,-33.910212,18.548129,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
6066739,Netcare N1 City Pharmacy,GOODWOOD,GOODWOOD,LOUWTJIE ROTHMAN STREET,021 5904500,WESTERN CAPE,-33.907129,18.548435,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
714631,Clicks Pharmacy-Gordon'S Bay,GORDON'S BAY,GORDON'S BAY,"SHOP 16 GORDON'S BAY SHOPPING, CENTRE SIR LOWRY'S PASS ROAD, GORDON'S BAY",021 8561845,WESTERN CAPE,-34.157682,18.866624,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
890936,Clicks Pharmacy Grassy Park,GRASSY PARK,GRASSY PARK,"79 CNR 3RD AVENUE & VICTORIA, ROAD, GRASSY PARK",021 7054755,WESTERN CAPE,-34.047694,18.499635,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
769347,Lotusriver Pharmacy,GRASSY PARK,GRASSY PARK,"UNIT 7 OK MINIMARK, CNR ZEEKOE & 5TH AVENUE, GRASSY PARK",021 5182143,WESTERN CAPE,-34.050518,18.504459,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
569445,Maggaard'S Multichem Pharmacy,GRASSY PARK,GRASSY PARK,"SHOP 10 PRINCE PARK CENTRE, PRINCE GEORGE DRIVE, GRASSY PARK",021 2006467,WESTERN CAPE,-34.046,18.499212,town,Western Cape Pharmacy Network List,2024-07-15,9,verified,true
950815,Clicks Pharmacy Cape Quarter,GREEN POINT,GREEN POINT,"SHOP 12 & 13 CAPE QUARTER, LIFESTYLE VILLAGE 27 SOMERSET, GREEN POINT",021 4888000,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,9,needs_location_review,true
1154974,Choice Pharmacy Groot Brak,GROOT BRAK,GROOT BRAK,"97 LANG STREET, GREAT BRAK RIVER, GROOT BRAK",044 2505000,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,9,needs_location_review,true
352098,Medirite Pharmacy - Gugulethu,GUGULETHU,GUGULETHU,"SHOPRITE GUGULETHU MALL, CNR NY1 & NY3, GUGULETHU",021 6380658,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,9,needs_location_review,true
6075363,Heidelberg Pharmacy,HEIDELBERG,HEIDELBERG,"33 FOURIE STREET, HEIDELBERG",028 7221243,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,9,needs_location_review,true
355623,Medirite Pharmacy - Heiderand,HEIDERAND,HEIDERAND,"CHECKERS HEIDERAND MOSSEL BAY, MALL CNR LOUIS FOURIE & MELKHOUT, STREET",044 6932046,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,10,needs_location_review,true
621897,Medirite Pharmacy Helderberg Mal,HELDERBERG,HELDERBERG,"SHOP 1 CNR DE BEERS AVENUE &, FORSYTH ROAD, HELDERBERG",021 8500192,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,10,needs_location_review,true
6077811,Disa-Med Pharmacy Hermanus,HERMANUS,HERMANUS,HOSPITAAL STREET,028 3130168,WESTERN CAPE,-34.420918,19.236165,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
6083560,A Stewart Pharmacy,HERMANUS,HERMANUS,"SHOP 9 PICK & PAY CENTRE, 81 MAIN ROAD",028 3121410,WESTERN CAPE,-34.416706,19.232376,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
6047726,Hermanus Pharmacy,HERMANUS,HERMANUS,"145 MAIN ROAD, HERMANUS",028 3124039,WESTERN CAPE,-34.418706,19.233718,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
6073646,Rheezicht Pharmacy,HERMANUS,HERMANUS,"SHOP B14 GATEWAY CENTRE, 66 MAIN ROAD, HERMANUS",028 3124847,WESTERN CAPE,-34.418471,19.233835,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
705527,Clicks Pharmacy -Whale Coast,HERMANUS,HERMANUS,"SHOP G49 & 50 WHALE COAST MALL, R43, HERMANUS",028 3123140,WESTERN CAPE,-34.417271,19.233294,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
395455,Medirite Pharmacy,HERMANUS,HERMANUS,"CHECKERS CENTRE CNR LORD ROBERTS, & MITCHELL STREET, HERMANUS",028 3123182,WESTERN CAPE,-34.420894,19.232447,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
258822,Clicks Pharmacy - Hermanus,HERMANUS,HERMANUS,"SHOP 21 WATERKANT BUILDING, MAIN ROAD, HERMANUS",028 3130138,WESTERN CAPE,-34.418824,19.233294,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
6063322,Wheelers Pharmacy,HOUT BAY,HOUT BAY,"THE PASSAGEWAY, MAIN ROAD, HOUT BAY",021 7903136,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,10,needs_location_review,true
369179,Clicks Pharmacy - Hout Bay,HOUT BAY,HOUT BAY,"8 MAINSTREAM SHOPPING CENTRE, CNR MAIN ROAD & PRINCESS STREET, HOUT BAY",021 7905076,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,10,needs_location_review,true
6077919,Sentinel Dispensary,HOUT BAY,HOUT BAY,"CANDLEWOOD CENTRE, VICTORIA AVENUE, HOUT BAY",021 7903400,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,10,needs_location_review,true
6075177,Clicks Pharmacy - Sophiatown,JOHANNESBURG,JOHANNESBURG,"MEDICROSS MEDICAL CENTRE, CNR EDWARD & MILLAR STREETS",021 4601089,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,10,needs_location_review,true
834025,Dis-Chem Kenilworth Centre Pharm,KENILWORTH,KENILWORTH,"SHOP 001 KENILWORTH CENTRE, 35 LOCH ROAD, KENILWORTH",021 5410058,WESTERN CAPE,-33.994576,18.472271,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
6002188,S R Noyes,KENILWORTH,KENILWORTH,"KENS BUILDING, CNR MAIN ROAD & MAINS AVENUE, KENILWORTH",021 7615701,WESTERN CAPE,-33.994529,18.474882,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
691739,Clicks Pharmacy - Rosmead Avenue,KENILWORTH,KENILWORTH,"MEDICROSS KENILWORTH, 67 ROSMEAD AVENUE, KENILWORTH",021 6718919,WESTERN CAPE,-33.995494,18.469682,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
315664,Medirite Pharmacy - Kenilworth,KENILWORTH,KENILWORTH,"CHECKERS KENILWORTH CENTRE, CNR DONCASTER & CHICHESTER ROAD, KENILWORTH",021 6710256,WESTERN CAPE,-33.991494,18.472976,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
6072666,Pharmacross Kenilworth Dispensar,KENILWORTH,KENILWORTH,"KENILWORTH MEDICAL CENTRE, 67 ROSSMEAD AVENUE",021 6707649,WESTERN CAPE,-33.992906,18.474247,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
87181,Kenridge Pharmacy,KENRIDGE,KENRIDGE,"SHOP 13 IPIC KENDRIDGE CENTRE, DOOR DE KRAAL AVENUE, KENRIDGE",021 9141122,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,10,needs_location_review,true
199168,Graceland Pharmacy,KHAYELITSHA,KHAYELITSHA,"SHOP 6 KCT MALL CNR WALTER, SISULU & STEVE BIKO ROAD, KHAYELITSHA",021 3618934,WESTERN CAPE,-34.040706,18.676471,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
1113534,Khayelitsha Medical Centre Pharm,KHAYELITSHA,KHAYELITSHA,"30 32 NTLANZANE ROAD, ILITHA PARK, KHAYELITSHA",068 7983346,WESTERN CAPE,-34.037294,18.676424,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
6083439,Lutzville Apteek,KLAWER,KLAWER,"14 MATZIKAMA STREET, KLAWER",027 2172100,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,10,needs_location_review,true
6081096,Albertyn Pharmacy,KLEINMOND,KLEINMOND,"SHOP 1A SPAR CENTRE, BOTRIVER ROAD",028 2714666,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,10,needs_location_review,true
6039464,Kleinmond Kliniek Pharmacy,KLEINMOND,KLEINMOND,"MEDICAL CENTRE, 25 MAIN ROAD, KLEINMOND",028 2713320,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,10,needs_location_review,true
390534,Clicks Pharmacy - Flamwood,KLERKSDORP,KLERKSDORP,"SHOP 10, FLAMWOOD WALK SHOPPING CENTRE, BROTHER PATRICK LANE",086 0103030,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,10,needs_location_review,true
6069304,Knysna Central Pharmacy,KNYSNA,KNYSNA,"19 MAIN ROAD, KNYSNA",044 3825222,WESTERN CAPE,-34.033188,23.048588,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
797022,Dis-Chem Knysna Mall Pharmacy,KNYSNA,KNYSNA,"SHOP Z1-17A KNYSNA MALL, 51 MAIN ROAD, KNYSNA",044 1080003,WESTERN CAPE,-34.037824,23.044635,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
196908,Hunters Estate Pharmacy,KNYSNA,KNYSNA,"HUNTERS ESTATE MEDICAL CENTRE, BARACUDA STREET",,WESTERN CAPE,-34.033706,23.048635,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
229660,Clicks Pharmacy - Knysna,KNYSNA,KNYSNA,"SHOP 3 WOODMILL LANE SHOPPING, CENTRE MAIN ROAD, KNYSNA",044 3824831,WESTERN CAPE,-34.036741,23.046118,town,Western Cape Pharmacy Network List,2024-07-15,10,verified,true
76929,Village Pharmacy,KNYSNA,KNYSNA,"SHOP 57 MULBERRY GARDENS, MAIN ROAD, KNYSNA",044 3822245,WESTERN CAPE,-34.037329,23.049271,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
134678,Knysna Kem Pharmacy,KNYSNA,KNYSNA,"WOODMILL LANE CENTRE, LONG STREET, KNYSNA",044 3825600,WESTERN CAPE,-34.038529,23.047929,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
904376,Clicks Pharmacy Nkomazi Plaza,KOMATIPOORT,KOMATIPOORT,"SHOP 41, NKOMAZI PLAZA",021 4601911,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,11,needs_location_review,true
189316,Kommetjie Country Health Pharmac,KOMMETJIE,KOMMETJIE,"SHOP 1, SWAN LODGE, MAIN ROAD",021 7830711,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,11,needs_location_review,true
6044263,Eikendal Pharmacy,KRAAIFONTEIN,KRAAIFONTEIN,"247 VOORTREKKER ROAD, KRAAIFONTEIN",021 9880843,WESTERN CAPE,-33.849894,18.714141,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
6073522,Pharmacross Kraaifontein Dispens,KRAAIFONTEIN,KRAAIFONTEIN,"BRIGHTON SQUARE, CNR BRIGHTON & KIPLING STREET",021 9870353,WESTERN CAPE,-33.847165,18.716682,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
1175556,Belmont Pharmacy,KRAAIFONTEIN,KRAAIFONTEIN,"SHOP NO 6 MIDAS CENTRE, 164 VOORTREKKER ROAD",021 5183052,WESTERN CAPE,-33.847424,18.714165,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
694045,Clicks Pharmacy - Kipling Street,KRAAIFONTEIN,KRAAIFONTEIN,"ARCADIA CENTRE, CNR. BRIGHTON ROAD & KIPLING STR",021 4601089,WESTERN CAPE,-33.846082,18.719788,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
1015087,Clicks Pharmacy The Falls Shoppi,KRUGERSDORP,KRUGERSDORP,"SHOP 1, THE FALLS SHOPPING CENTRE, CNR HENDRIK POTGIETER & JOHAN ST",021 4601846,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,11,needs_location_review,true
695637,Clicks Pharmacy - Krugersdorp,KRUGERSDORP,KRUGERSDORP,CNR LUIPAARD & PAARDEKRAAL ROAD,086 0254257,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,11,needs_location_review,true
764892,Medirite Zevenwacht Pharmacy,KUILS RIVER,KUILS RIVER,"CHECKERS ZEVENWACHT CNR, LANGVERWACHT ROAD & KLOOF AVENUE, KUILS RIVER",021 9007660,WESTERN CAPE,-33.932306,18.681365,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
798282,Dis-Chem Haasendal Pharmacy,KUILS RIVER,KUILS RIVER,"SHOP 30 HAASENDAL SHOPPING, CENTRE CNR BOTTELARY & SAXDOWNS, KUILS RIVER",021 5410034,WESTERN CAPE,-33.935694,18.678353,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
601225,Dis-Chem Zevenwacht Pharmacy,KUILS RIVER,KUILS RIVER,"SHOP 44 ZEVENWACHT MALL CNR, POLKADRAAI & VAN RIEBEECK ROAD, KUILS RIVER",021 9009160,WESTERN CAPE,-33.931788,18.680988,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
316393,H Brand T/A Essential Health Pha,KUILS RIVER,KUILS RIVER,"80 VAN RIEBEECK ROAD, KUILS RIVER",021 9035114,WESTERN CAPE,-33.934541,18.680965,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
94889,Netcare Kuilsriver Pharmacy,KUILS RIVER,KUILS RIVER,33 VAN RIEBEECK ROAD,021 9006040,WESTERN CAPE,-33.930188,18.681247,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
99619,Medi-Rite Pharmacy Kuilsriver,KUILS RIVER,KUILS RIVER,"SHOP 16 SHOPRITE CENTRE, VAN RIEBEECK ROAD",021 9060717,WESTERN CAPE,-33.935271,18.680094,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
1119559,Clicks Pharmacy Zevenview,KUILSRIVER,KUILSRIVER,"SHOP NO 09, ZEVENVIEW SHOPPING C, 4 SKILPADDAM ROAD, KUILSRIVER, E",021 4601846,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,11,needs_location_review,true
1146955,K Health Pharmacy Highbury,KUILSRIVER,KUILSRIVER,"SHOP 5A& 5B, HIGHBURRY PARK SHOP, NOOIENSFONTEIN ROAD, NOOIENSFONTEIN ROAD",,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,11,needs_location_review,true
6079288,Ladismith,LADISMITH,LADISMITH,"32 VAN RIEBEECK STREET, LADISMITH",028 5511070,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,11,needs_location_review,true
6072909,K L Shambler Cc T/A Lakeside Pha,LAKESIDE,LAKESIDE,"LAKESIDE VILLAGE CENTRE, 62 MAIN ROAD",021 7886300,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,11,needs_location_review,true
6039340,Lambertsbaai Pharmacy,LAMBERT'S BAY,LAMBERT'S BAY,"SHOP 2 MEDICAL CENTRE, MAIN STREET, LAMBERT'S BAY",027 4321133,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,11,needs_location_review,true
1139258,Dis-Chem Laguna Mall Pharmacy,LANGEBAAN,LANGEBAAN,"SHOP NO 55A LAGUNA MALL, MYKONOS ACCESS ROAD, LANGEBAAN",,WESTERN CAPE,-33.094012,18.031482,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
319058,Clicks Pharmacy - Laguna Mall,LANGEBAAN,LANGEBAAN,"SHOP 22 LAGUNA MALL, LAGUNA STREET, LANGEBAAN",022 7720333,WESTERN CAPE,-33.097188,18.035553,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
417386,Langebaan Pharmacy,LANGEBAAN,LANGEBAAN,"SEA BREEZE CENTRE, OOSTEWAL STREET, LANGEBAAN",022 7722470,WESTERN CAPE,-33.094059,18.0336,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
678643,Plax Chemist,LANSDOWNE,LANSDOWNE,488 LANDSDOWNE ROAD,021 7614121,WESTERN CAPE,-33.985988,18.496071,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
6044735,Wetlands Pharmacy,LANSDOWNE,LANSDOWNE,"ASLAM CENTRE, 650 LANSDOWNE ROAD, LANSDOWNE",021 7035619,WESTERN CAPE,-33.9874,18.497976,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
772747,Springbok Pharmacy,LANSDOWNE,LANSDOWNE,468 IMAM HARON RD,021 6961242,WESTERN CAPE,-33.989188,18.499271,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
548774,Clicks Pharmacy Lansdowne,LANSDOWNE,LANSDOWNE,"SHOP 4 LANSDOWNE CORNER CNR, GOVAN MBEKI ROAD & JAN SMUTS, LANSDOWNE",021 7037860,WESTERN CAPE,-33.986176,18.494306,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
6039677,Plax Chemist,LANSDOWNE,LANSDOWNE,"PLAX BUILDING, 488 GOVAN MBEKI ROAD",021 7614121,WESTERN CAPE,-33.986271,18.497694,town,Western Cape Pharmacy Network List,2024-07-15,11,verified,true
146277,Tzaneen Private Hopital Pharmacy,LIMPOPO,LIMPOPO,"SECTION 185 PUSELA (ON R71), C/O 34 DOUGLAS STREET & R71",015 3068501,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,12,needs_location_review,true
72613,Glenfair Pharmacy,LYNNWOOD GLEN,LYNNWOOD GLEN,"SANLAM CENTRE GLENFAIR, CNR. LYNNWOOD ROAD & DAVENTRY ST",012 3681179,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,12,needs_location_review,true
753734,Belkem Pharmacy,MACASSAR,MACASSAR,"SHOP 19 MACASSAR CENTRE, CNR HOSPITAL & BURG STREET, MACASSAR",021 2240844,WESTERN CAPE,-34.063365,18.759435,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
715964,Clicks Pharmacy - Malelane Ingwe,MALELANE,MALELANE,"SHOP 26, INGWE SHOPPING CENTRE, IMPALA STREET",086 0254257,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,12,needs_location_review,true
6031315,Swartland Pharmacy,MALMESBURY,MALMESBURY,"SHOP 20 DE BRON SHOPPING CENTRE, 55 VOORTREKKER ROAD, MALMESBURY",022 4821277,WESTERN CAPE,-33.457118,18.726518,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
6035558,Geard Pharmacy,MALMESBURY,MALMESBURY,"69 VOORTREKKER ROAD, MALMESBURY",022 4822416,WESTERN CAPE,-33.461753,18.7276,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
321915,Clicks Pharmacy - Malmesbury,MALMESBURY,MALMESBURY,"CNR HILL STREET & VOORTREKKER, ROAD, MALMESBURY",022 4821685,WESTERN CAPE,-33.457071,18.727341,town,Western Cape Pharmacy Network List,2024-07-15,12,verified,true
393258,Family Care Pharmacy,MALVERN,MALVERN,"QUEENSBURGH PICK N PAY CENTRE, 161 MAIN ROAD",086 0103030,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,12,needs_location_review,true
137413,Atlantic View Pharmacy,MELKBOSSTRAND,MELKBOSSTRAND,"SHOP 2 BELZAC CENTRE, 6TH AVENUE, MELKBOSSTRAND",021 5531917,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,12,needs_location_review,true
117072,Melkbos Pharmacy,MELKBOSSTRAND,MELKBOSSTRAND,"SHOP 2 BIRKENHEAD SHOPPING, CENTRE CNR BIRKENHEAD & OTTO DU, PLESSIS DRIVE",021 5532644,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,12,needs_location_review,true
685763,Clicks Pharmacy - Carlswald,MIDRAND,MIDRAND,"SHOP AA1B, CARLSWALD DECOR CENTRE, CORNER 5TH & HARRY GALAUN ROAD",021 4601846,WESTERN CAPE,,,unknown,Western Cape Pharmacy Network List,2024-07-15,12,needs_location_review,true
